shap_Gender,shap_Scholarship holder,shap_Debtor,shap_Tuition fees up to date,shap_Displaced,shap_Educational special needs,shap_International,shap_Application mode,shap_Course,shap_Previous qualification,shap_Mother's qualification,shap_Father's qualification,shap_Mother's occupation,shap_Father's occupation,shap_Nacionality,shap_Age at enrollment,shap_Previous qualification (grade),shap_Admission grade,shap_Curricular units 1st sem (credited),shap_Curricular units 1st sem (enrolled),shap_Curricular units 1st sem (evaluations),shap_Curricular units 1st sem (approved),shap_Curricular units 1st sem (grade),shap_Curricular units 1st sem (without evaluations),shap_Curricular units 2nd sem (credited),shap_Curricular units 2nd sem (enrolled),shap_Curricular units 2nd sem (evaluations),shap_Curricular units 2nd sem (approved),shap_Curricular units 2nd sem (grade),shap_Curricular units 2nd sem (without evaluations),shap_Unemployment rate,shap_Inflation rate,shap_GDP,shap_Approval_Rate_Sem1,shap_Approval_Rate_Sem2,shap_Grade_Drop,shap_Total_Units_Failed,shap_Total_Units_Approved,shap_Avg_Grade,shap_Approval_Rate_Trend,shap_Financial_Risk_Score,shap_Scholarship_Debtor,shap_Total_Evaluations,shap_Enrollment_Drop,shap_Mature_Student,risk_score
-0.0029400503,0.08789955,-0.03203729,-0.29492557,0.07304636,0.000553373,0.0011272737,-0.1783558,0.277194,-0.011711717,-0.23661676,-0.061260503,0.05051016,-0.17338115,0.0031779092,-0.07913609,0.076525755,0.15686177,-0.01412794,0.0062421863,0.064420685,-0.10445528,-0.14003782,-0.011256023,-0.02066688,0.005841313,-0.03464702,-0.17630982,-0.5349526,0.0013874769,0.15664175,-0.14566414,0.047578104,-0.34896472,-0.825347,-0.3444994,-0.36964744,-0.05881646,-0.03933054,0.3600333,-0.0111560505,-5.5912595e-05,0.0075014983,-0.011947406,0.0028591556,0.05463111
-0.026248321,-0.7029248,-0.03992642,-0.46094808,0.10617835,0.00048881356,0.00026196038,-0.0533198,-0.049551636,-0.0370217,-0.2591478,-0.233356,-0.11878599,0.073457904,0.00086919934,-0.054700367,-0.015164559,-0.13089427,-0.021609398,-0.121762045,0.1318848,-0.13489816,-0.014653065,-0.0116192065,-0.020748626,-0.05210019,-0.12348562,-0.43593246,-0.066295214,-0.0016115241,0.15088713,-0.43282244,0.033111256,-0.16205157,-0.9544787,-0.13945399,-0.40076664,-0.06683218,-0.0040829265,-0.33397907,-0.04223231,-0.00058364327,0.01436761,-0.0120942,-0.0025405395,0.0055123186
0.011512392,0.09795467,-0.007497304,-0.2936669,0.0033627537,0.0004853797,6.718724e-05,-0.0813646,0.4573735,-0.032598227,-0.22280836,-0.07479583,-0.017611293,0.047039617,-0.00084903796,-0.14957507,0.005694536,0.050125137,-0.012304919,0.14512706,0.096899025,0.09118098,0.03952754,-0.010016014,-0.009260736,0.07535349,0.8191358,0.48741075,0.2353543,0.0071020788,0.15317063,-0.24976964,0.053593047,0.19287823,1.4355057,-0.07038332,1.4872323,0.07639013,0.11535346,-0.08718459,-0.0024999708,5.0081166e-05,0.20929347,0.0026125633,-0.0067721037,0.9939383
-0.035515066,-0.47219944,-0.029292997,-0.4003098,0.034006055,0.00076900644,0.0005650267,-0.15381096,0.014389958,0.05462654,-0.06499265,-0.10474583,-0.00669217,-0.11718125,-0.0022766516,-0.15786792,-0.39702138,-0.6319131,-0.026470043,0.021460732,0.030212501,-0.17738663,0.007317301,-0.009496475,-0.013242668,0.018231675,-0.25071895,-0.11731894,0.13215812,0.00030671805,-0.350697,0.017132005,-0.3789143,-0.49475008,-0.64837974,-0.17825747,-0.4024165,-0.07621022,0.07909893,0.16422163,-0.0155695435,0.00026021787,-0.14216688,-0.015525894,0.00014868741,0.005145056
-0.02360623,-0.54326946,-0.051363274,-0.39957199,0.11435997,0.00055961916,0.0004476965,-0.088898405,-0.537609,-0.0068878382,-0.12448558,-0.13861936,-0.027436417,-0.24971496,-0.0002582164,-0.08295931,-0.119937964,0.3570942,-0.014736362,0.012660329,0.07550597,-0.0031550992,-0.056844905,-0.018459756,-0.009983647,-0.025393462,0.056756612,-0.16279739,-0.00611518,-0.00097307964,0.013361381,-0.034999873,-0.37849936,-0.09338453,-1.320369,-0.089273654,-0.40598115,-0.063973576,-0.16248293,-0.3212876,-0.029860985,-0.0017421545,0.03167446,-0.012532816,-0.00024056317,0.007293809
0.03267055,0.06622958,-0.033499952,-0.3848569,0.045941528,0.000783933,0.0016696291,-0.031516515,0.40823027,-0.03100298,-0.21271694,-0.0267746,-0.11708082,0.054689057,0.0018588954,-0.16606233,-0.003053592,-0.10518139,-0.0137178125,0.035524525,0.0094643505,-0.030747244,-0.04907347,-0.0033940177,-0.008321351,0.07932462,0.09768138,0.48704883,0.23862912,0.007030189,-0.047208104,-0.056462064,-0.3345367,-0.13508764,1.2966677,0.59390634,0.9712156,0.06456182,0.15406734,0.1478051,-0.0272772,5.0081166e-05,0.021267574,-0.0028552432,-0.0010211137,0.9537678
-0.05305697,0.10625801,-0.003148301,-0.46309316,-0.20360097,0.00095420657,0.0011962202,0.13462216,-0.08358412,-0.02452647,-0.3793373,-0.20889461,-0.056486912,0.08254299,0.0013912404,-0.30513868,-0.14437276,-0.20893374,-0.009157125,0.030761898,-0.2773386,0.05433903,0.10380358,-0.008361474,-0.013952251,0.042205606,-0.16151889,-0.06315754,-0.1012949,-0.005464727,-0.0051814197,-0.03414385,-0.4979493,0.059596617,0.7414292,-0.15198682,0.3199115,-0.016817622,0.08178581,-0.28904873,-0.008554069,2.088266e-05,-0.4540873,-0.0032143723,-0.02249952,0.07833345
-0.0038272962,0.14845906,-0.03565752,-0.40928,0.06232671,0.000702874,-0.0003541815,0.11232979,0.12894776,-0.017654533,-0.21286273,0.04963433,0.04610357,0.12308498,0.0023010725,-0.12939632,-0.29079616,0.16875455,-0.022271449,-0.011821698,0.14101605,-0.12141755,-0.02254476,-0.010494377,-0.023505092,-0.056436297,-0.097634636,-0.34951615,-0.29543412,0.00064667023,0.29419783,-0.29364878,0.040178474,-0.42954984,-1.1846755,-0.058208305,-0.24922584,-0.07647743,-0.22502509,-0.22533596,-0.027695095,-0.0006276127,0.019305903,0.021219082,-0.00081927446,0.029566279
-0.017655512,0.13814706,-0.040872447,-0.4303124,0.022696737,0.00056217756,0.001114045,-0.14766994,0.22231594,-0.013123731,-0.050094765,-0.06302783,-0.015480636,-0.1678383,0.0033494716,-0.3208751,-0.09367855,0.2455547,-0.015187259,-0.007448121,0.098626636,0.03281508,-0.06258795,0.2277031,-0.0147084985,0.0015798328,-0.25163034,-0.033360627,-0.06331695,0.02180715,0.051236477,-0.00092122797,-0.3640426,-0.18442482,-1.0053619,-0.08874009,-0.35256842,-0.08143001,-0.15800679,-0.25920212,-0.036291912,-0.00012527715,-0.090577796,-0.0077268234,-0.002217412,0.034187015
-0.03160449,0.14537233,-0.046410035,-0.33958158,0.06974369,0.0006894731,0.0009841152,-0.087927625,0.36098057,-0.02966607,-0.28260684,-0.07523009,0.21120793,-0.054728515,0.0025779647,-0.098150745,-0.00873646,0.08388332,-0.025026096,-0.006640068,0.08238654,-0.14208531,-0.02894081,-0.008148579,-0.018679162,0.007491889,-0.09906986,-0.341529,-0.008410218,0.00097057404,-0.38748574,0.061958358,0.028428193,-0.15628378,-0.8422335,-0.18628775,-0.39023566,-0.12004337,-0.22680044,-0.32222903,-0.028908283,1.3898007e-05,-0.013264313,-0.009683531,-0.0009802821,0.03458813
-0.009439405,-0.81415844,-0.025154201,-0.54934806,-0.21447274,0.00079390686,0.00053592335,-0.29236022,-0.8741216,-0.03083665,-0.1201919,0.112630166,-0.22476572,0.0054910076,-0.013249175,-0.16555439,-0.02716819,-0.019768568,-0.0078382185,-0.014767682,0.15657376,0.13628666,0.0029848055,-0.009557145,-0.010597808,-0.06299697,0.2828005,0.42614257,0.08322879,0.0017871283,0.14077353,0.14120881,-0.22411339,0.25324133,0.9173518,-0.060543317,-0.88819563,0.08470309,0.038649667,-0.13636856,-0.007887117,6.0248312e-05,0.09054429,-0.004281048,-0.00064844685,0.13002673
-0.040274244,0.18701848,-0.031520598,-0.44435924,0.016560942,0.0007124953,0.0011399619,0.12828529,0.43487492,-0.026475491,-0.16280907,-0.23860739,0.050957594,-0.08838912,0.001975518,-0.25918114,-0.013550233,0.124336556,-0.02136618,-0.02565039,-0.3148614,-0.19162571,0.11766456,-0.0046596113,-0.016601741,-0.16005123,-0.03319192,-0.4093048,0.16781421,-0.0021967439,0.14444739,-0.31478426,-0.050392084,-0.4205103,-1.0990322,-0.14026268,-0.24357365,-0.13625307,0.17805025,-0.2739833,-0.043878976,-0.00018671887,-0.1598696,0.0149904,-0.0036326512,0.022525305
-0.0048721987,0.123568125,-0.024266193,-0.39799887,0.016093455,0.00055196404,0.0007088294,-0.072063684,-0.0822433,-0.027119163,-0.20627388,-0.04644213,-0.4547371,0.50102884,0.0029308284,-0.122377425,-0.11012396,0.1267802,-0.018852955,-0.11951729,-0.22871855,-0.11713192,0.0028864446,-0.0033127673,-0.018141143,-0.093006134,-0.15777467,-0.3760084,-0.2131475,0.0014191044,0.062614076,-0.52645504,-0.0035313023,-0.19726366,-0.81258047,-0.1421033,-0.3784534,-0.08333211,-0.15072976,-0.2622794,-0.029513827,-0.00041505205,-0.33816147,-0.006412963,-0.0010423936,0.0069921548
-0.027600527,-0.48781613,-0.036932774,-0.37466338,0.15875155,0.00075159455,0.00017075098,-0.046751983,0.5030805,-0.006755558,-0.13602284,-0.26159918,-0.025493396,-0.18932319,-0.00047489192,-0.06816505,-0.16089758,-0.98646635,-0.017374942,0.029724749,0.10118833,-0.12683724,-0.09712399,-0.006660265,-0.010524741,0.03166505,-0.06387963,-0.30628267,-0.015830666,0.0017160038,0.1963023,0.24193007,-0.2275586,-0.35841754,-1.2684244,0.048794955,-0.33120048,-0.093174584,-0.09802722,-0.28777444,-0.007319569,-0.00023686414,-0.0075463937,-0.01529458,-0.0005021015,0.008138296
-0.0395138,0.1947192,-0.012544329,-0.3562084,-0.15178737,0.00046990858,0.0010294467,-0.24971724,0.07029068,-0.017501265,-0.14605577,-0.086270206,0.01972453,-0.15581252,0.0026245823,-0.23384279,0.040974736,0.15014115,-0.019300273,-0.05398302,0.18684456,-0.12999181,-0.11998744,-0.012634357,-0.025615837,-0.061398026,0.01974937,-0.40214288,-0.20178759,0.0015121305,0.2786419,0.3509573,-0.19441734,-0.11400721,-0.7906052,-0.028847039,-0.3188695,-0.05407402,-0.10235532,-0.01667414,0.02117162,-8.184285e-05,0.052446947,0.0038165576,-0.0053806915,0.06449985
-0.020604977,-0.56385434,0.35863587,-0.47553656,0.12954664,0.00090747187,0.0009449308,-0.1812449,-0.10254137,-0.030595751,-0.23986621,-0.04718211,-0.28209668,0.22658992,0.0027480994,-0.15094568,-0.12523246,-0.25757277,-0.022028139,0.044509873,0.16924486,-0.008106312,0.11489301,-0.013740045,-0.013724349,0.044545747,-0.05578694,-0.08544747,0.033379156,0.00040616142,-0.49891713,-0.20983553,0.03570854,-0.23624976,0.26696873,-0.08841753,-0.34424162,-0.048281502,0.13104473,0.3146814,0.347249,-0.013177615,0.01919834,-0.0032501323,-0.0043043313,0.13590759
-0.04905867,0.16647355,-0.04752491,-0.424969,0.039709218,0.0006270148,0.0010773827,0.08066774,-0.030752668,-0.020170735,-0.24260122,-0.09217947,0.15383708,-0.072416075,0.001959181,-0.280354,0.21544296,-0.47051167,-0.014458867,0.034034606,-0.026668323,-0.18596023,0.0216891,-0.006929287,-0.015906954,0.009440682,0.050417285,-0.36579442,-0.08675353,0.0010947621,-0.2265461,0.03971308,0.086981386,-0.41309208,-1.3865833,-0.1290572,-0.3706404,-0.14354801,-0.1921104,-0.3068889,-0.049910646,-0.0004442283,0.11062724,-0.015855063,-0.00069129164,0.009730502
-0.010468891,0.07059343,-0.042085882,-0.3634953,0.058891177,0.00072460517,0.0006064124,-0.076988496,-0.56496835,-0.022705367,-0.30629745,-0.0041574733,-0.046167914,0.079021454,0.00051900034,-0.01879611,-0.01793994,0.3704281,-0.01890056,0.009321029,0.0053761145,-0.008389666,-0.0624888,0.14158027,-0.028439078,-0.013134087,-0.021352015,-0.043844912,-0.17850193,0.00093924755,-0.13939664,-0.34697926,-0.058156155,-0.5446682,-0.7535539,0.04352176,-0.3632599,-0.06315105,-0.13903284,0.08850413,-0.04190802,-0.00027055864,0.020306699,-0.010780704,-0.003091577,0.032572813
-0.03938191,0.10923025,-0.069507666,-0.44532984,0.07056671,0.0007626754,-0.00014478026,-0.20551649,-0.12384835,-0.025777377,-0.2300398,0.023922846,-0.18707187,0.061850227,0.0012071263,-0.3283613,-0.25865832,0.03460507,-0.012086255,0.011673659,0.049807232,0.035298187,0.027334338,-0.008316051,-0.0087822955,-0.007838193,0.03746765,-0.17155538,-0.106797114,-0.0012677002,-0.38167483,0.079128675,0.06471997,-0.4979508,-1.320282,-0.039103594,-0.34510183,-0.08607518,-0.18606764,-0.26935682,-0.06893996,-0.0009724223,-0.016772542,-0.016029159,-0.0012065109,0.007999346
0.045788806,0.13268821,-0.034209855,-0.41069835,0.04192679,0.00043238292,0.0006451452,0.15208903,0.015207021,-0.032260302,0.082367875,0.079526864,-0.5725244,-0.061268855,0.0022766485,-0.24256964,-0.1112739,-0.33999652,-0.024058115,-0.030069865,-0.052735046,-0.12164477,-0.04681031,-0.0081797,-0.020648662,0.034904175,-0.08148059,-0.36168966,0.10020638,0.0021285056,-0.27870184,0.11507522,0.14451791,-0.1596821,-0.8308508,-0.10501461,-0.4019323,-0.10276959,-0.10623422,-0.26040792,-0.036114216,-5.003792e-05,-0.07121575,-0.008317674,-0.0020766503,0.019192992
0.04904625,0.11552196,-0.04448626,-0.34967858,-0.04725507,0.00071515143,0.00069494004,-0.11126504,-0.7912954,0.047110148,-0.08766812,-0.013799232,-0.04671778,-0.16344868,-0.0004567623,-0.2488579,-0.088669546,-0.16091874,-0.014054471,0.03143841,-0.063949734,0.0027055393,0.035415113,-0.0079617025,-0.014253533,0.0154928155,-0.18557581,-0.15344968,0.07956868,-0.0018386699,-0.28652507,0.07796689,0.151966,-0.271879,-0.8319987,-0.12590846,-0.38372466,-0.08610947,0.06038311,-0.24186687,-0.023502659,-0.00026207793,-0.14128914,-0.009483884,-0.0021830527,0.013381166
-0.0153989345,0.048956007,-0.023507223,-0.41448388,0.007714842,0.00031575395,0.000449199,-0.32750702,-0.29073483,-0.027731715,-0.06386484,0.032126434,-0.68130565,-0.72599214,0.0009985622,-0.31613228,-0.12961628,0.16457745,0.051634572,0.013700247,0.066007465,-0.16597383,-0.04680346,-0.013394826,-0.027501343,0.00986284,-0.100743115,-0.02549115,0.07233794,0.0020330425,-0.02639627,0.032757133,-0.2539084,-0.5989426,0.23767328,-0.034531567,-0.47117865,-0.03422896,-0.05053536,0.06369825,-0.0060215425,-9.785439e-06,-0.09250764,-0.010583278,-0.0018866599,0.015670318
0.034170926,0.05490803,-0.04739066,1.2067353,-0.09803045,0.00040781725,0.0019064059,-0.13713624,-0.09325295,-0.03812559,-0.20378053,-0.21378976,0.018431224,-0.19647063,0.0019040025,-0.39637354,-0.23502792,-0.34165415,-0.0125143975,-0.0711401,-0.06572834,0.07735271,0.00012348124,-0.012909547,-0.014022866,-0.025498267,-0.17609891,0.1302005,-0.20791708,0.0017269144,-0.166513,0.07887959,-1.40002,0.14976212,0.9045037,-0.042470224,-0.08072231,0.05013442,-0.1575131,0.11720963,-0.03331211,0.00059653237,0.057735622,-0.005111938,-0.0019771336,0.17423026
-0.022493545,0.117907174,-0.034107745,-0.39220777,0.0812501,0.00043950003,0.0005646184,0.08880209,-0.5919274,-0.025073389,-0.1928098,-0.058591135,-0.21540603,-0.1978931,-0.0015768457,-0.10993911,-0.014645506,0.28097838,-0.01623167,0.028222363,0.08161662,-0.17853871,-0.06635451,-0.014040444,-0.022615654,0.0014287853,-0.20565632,-0.2678672,-0.25391552,-7.0118695e-05,0.122435026,0.10009614,-0.3057056,-0.54029644,-1.2539278,-0.13683936,-0.327039,-0.08996438,0.056096137,-0.23210034,-0.025188074,-0.00028926466,-0.025468832,-0.014555055,-0.0005173031,0.007828368
0.02546897,0.1512424,-0.030520966,-0.39237407,-0.22588748,0.00034592324,-0.00033624936,-0.17133352,0.37800896,-0.023923386,-0.16520041,-0.015400327,0.087050535,0.08562655,0.0031934597,0.042756278,-0.2574051,0.32909915,-0.01830167,0.009743357,0.046512626,-0.037269637,-0.0610035,-0.014854422,-0.016047299,-0.0046175756,-0.0015878507,-0.16786242,-0.0017548751,0.0012056746,0.15310569,-0.04840705,0.004304931,-0.43867496,-1.3017768,-0.18027328,-0.32606187,-0.11353788,-0.14832705,-0.27706793,-0.036591414,-0.00018385735,-0.03219197,-0.010195504,0.005064227,0.040528897
-0.002965516,0.10395474,-0.027177067,2.0349448,0.0002784278,0.00065118616,0.00149939,0.051100045,-0.29529792,-0.022881372,-0.029404245,0.080570295,0.031615894,-0.06913548,-0.0007073996,0.47110698,0.18790853,0.06953232,-0.008789915,0.041992053,0.07483557,0.07375275,0.045766864,-0.005031096,-0.010102462,0.04570371,-0.08373392,0.28840917,0.061350293,0.00018804209,-0.11762376,0.11277721,-1.1119953,0.3412532,1.0747782,0.01911376,0.7308393,0.13666728,0.08810321,-0.0023928985,0.06060799,0.00026638876,-0.01531822,-0.0066858097,-0.011291879,0.988352
-0.0987177,0.10943142,0.010668894,-0.28902304,0.001852415,0.00070624263,0.00011137291,0.062468853,0.2191397,0.13364534,0.32944745,-0.103495784,0.8651317,0.5160502,-0.001148684,0.32016668,0.015516846,0.12083602,-0.010572473,0.12933446,0.11451801,0.09711668,0.058851518,-0.012587769,-0.0069249887,-0.011451019,0.633025,0.48471677,0.13005106,0.0079645645,-0.3720445,-0.028003318,0.052172817,0.39811325,1.4384986,-0.027354311,0.9919036,0.102157764,0.09647299,-0.12410322,0.005384236,-3.5338708e-05,0.20481373,9.3856324e-05,0.008271112,0.99864835
-0.059079345,0.16612616,-0.0076443884,-0.3977732,0.035221435,0.0009391125,0.0013933429,-0.029912569,0.008211941,-0.0478131,0.2716135,0.04194348,0.091258675,-0.107382014,0.00097233354,0.88971263,-0.019968042,0.016884424,-0.008896794,0.0027762586,-0.09441837,0.12205058,0.07601141,0.00013668614,-0.008340989,0.0017660885,-0.09746744,0.22330508,0.010794014,0.030628635,0.056028813,0.10859504,0.32486272,0.28593004,1.2165463,0.038051322,0.817119,0.09823226,0.00048659125,-0.31820178,-0.012654158,-7.062823e-06,0.18707578,0.0006568498,0.015469708,0.98135066
-0.03237476,0.12944663,-0.030414147,-0.46127993,0.06841015,0.0010398591,0.0011602297,0.07515794,0.35200307,-0.020659806,-0.19214173,-0.054789767,-0.20026794,-0.060529362,0.0005538013,-0.0004616658,0.18546805,-0.36801928,-0.022561267,0.015121262,0.16230218,0.014498068,0.026867893,-0.0064191823,-0.0072166515,0.0026268575,0.0435362,-0.1442556,0.07551698,-0.0013181403,-0.5612383,-0.07176601,0.04033052,-0.59006536,-1.2738266,-0.27717403,-0.3291237,-0.063802585,0.2581913,-0.3263298,-0.067734025,-0.000219897,-0.05293866,-0.019146707,-0.006414563,0.022789927
-0.052737333,0.11111004,0.089207515,2.5870295,0.06942809,0.0009023449,-0.09760623,-0.15881361,0.14046226,-0.03721502,-0.12250155,0.03482319,-0.15421069,-0.15706447,-0.30143145,-0.34274006,0.12639305,0.22297177,0.015999459,0.03502858,-0.37131098,0.04069771,0.11617654,-5.1674782e-05,-0.0009485577,0.021144226,0.005713534,-0.005863395,0.03147989,-0.00017430887,0.09740768,0.13338415,-0.3424232,0.3238603,0.68107986,-0.0063187373,0.5362948,0.07517348,0.033699363,-0.07754684,0.07663001,0.0011681553,-0.12730609,-0.00360316,-0.0017991497,0.9636478
0.037304483,0.06758291,0.12252712,-0.35282546,-0.05598934,0.00058430753,0.0017809172,-0.039445337,0.4440157,-0.03178745,0.06007852,0.09509001,-0.11629147,-0.31277633,0.0024432119,-0.11631684,0.07900861,-0.017746026,-0.013779352,0.038635653,0.08969799,0.0018395559,-0.06498655,-0.0049164593,-0.008143505,0.029819174,0.25527135,0.4575805,0.16454431,0.007939409,0.10017982,-0.15912792,0.14745806,0.21476398,1.1836336,0.65183,0.8386652,0.059101056,0.093679704,0.15755635,0.20770559,0.0002585749,0.10398424,0.07693598,-0.0022415605,0.9893026
