Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Nacionality,Age at enrollment,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Approval_Rate_Sem1,Approval_Rate_Sem2,Grade_Drop,Total_Units_Failed,Total_Units_Approved,Avg_Grade,Approval_Rate_Trend,Financial_Risk_Score,Scholarship_Debtor,Total_Evaluations,Enrollment_Drop,Mature_Student,Dropout_Binary,Target
0,0,0,1,0,0,0,11,8,0,17,22,26,40,0,55,140.0,122.9,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,0.2,0.4,-2.0,7,3,11.0,0.2,0,0,18,0,1,1,Dropout
0,0,0,1,1,0,0,9,16,0,6,7,29,37,0,39,120.0,113.9,0,5,8,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,1.0,1.0,-0.5999999999999996,0,10,11.3,0.0,0,0,13,0,1,0,Graduate
0,0,1,0,0,0,1,12,7,9,20,25,23,40,19,20,120.0,120.0,2,6,13,3,11.66666667,0,1,6,11,3,12.0,0,12.4,0.5,1.79,0.5,0.5,-0.3333333300000003,6,6,11.833333334999999,0.0,2,0,24,0,0,1,Dropout
0,0,1,1,0,0,0,0,14,0,12,15,22,36,0,18,126.0,121.1,0,6,6,4,12.75,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.6666666666666666,0.0,12.75,7,4,6.375,-0.6666666666666666,1,0,11,1,0,1,Dropout
0,0,0,1,1,0,0,0,8,0,12,7,22,41,0,22,133.0,120.4,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,1.0,1.0,-1.0,0,10,15.3,0.0,0,0,10,0,0,0,Graduate
0,0,0,1,1,1,0,0,11,0,0,15,22,36,0,22,103.0,100.6,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,0.7142857142857143,0.875,-0.41485713999999874,3,12,14.13542857,0.1607142857142857,0,0,18,-1,0,0,Graduate
0,0,0,0,0,0,0,4,14,0,0,23,25,39,0,20,120.0,121.4,0,6,7,4,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,0.6666666666666666,0.8333333333333334,-0.8000000000000007,3,9,13.4,0.16666666666666674,1,0,14,0,0,1,Dropout
0,0,0,1,0,0,0,9,16,0,17,22,29,43,0,29,133.1,109.7,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,10,0,0.0,0.0,0,0,0,0,1,1,Dropout
0,0,0,1,0,0,0,4,16,0,18,23,24,39,0,24,154.0,134.1,0,5,9,2,11.5,0,0,5,11,3,14.33333333,1,7.6,2.6,0.32,0.4,0.6,-2.8333333300000003,5,5,12.916666665000001,0.19999999999999996,0,0,20,0,0,0,Enrolled
0,0,0,1,1,0,0,4,9,0,6,7,29,43,0,18,130.0,127.6,0,6,6,6,11.66666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,1.0,0.8333333333333334,-1.5333333299999996,1,11,12.433333335,-0.16666666666666663,0,0,14,0,0,0,Graduate
0,1,0,1,1,0,0,4,11,0,17,7,27,41,0,22,132.0,132.4,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,0.8571428571428571,0.875,-0.2547619000000001,2,13,13.644047619999998,0.017857142857142905,0,0,17,-1,0,0,Graduate
0,1,0,1,0,0,0,12,2,9,0,7,29,43,0,21,130.0,133.4,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,1.0,1.0,-1.7857142899999996,0,12,12.392857145,0.0,0,0,13,0,0,0,Graduate
0,1,0,1,0,0,0,0,9,0,17,23,29,43,0,19,139.0,126.1,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,0.8333333333333334,1.0,-0.5,1,11,12.58333333,0.16666666666666663,0,0,14,0,0,0,Graduate
0,1,0,1,0,0,0,9,10,0,6,23,29,41,0,24,130.0,113.5,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,1.0,1.0,-0.5,0,12,13.91666667,0.0,0,0,12,0,0,0,Graduate
0,1,0,1,1,0,0,0,11,0,17,23,26,40,0,19,139.0,121.3,0,8,10,6,11.83333333,0,0,8,10,6,11.83333333,0,9.4,-0.8,-3.12,0.75,0.75,0.0,4,12,11.83333333,0.0,0,0,20,0,0,0,Enrolled
0,1,0,1,1,0,0,0,14,0,0,7,27,41,0,20,127.0,121.8,0,6,11,4,14.0,0,0,6,12,3,11.0,0,9.4,-0.8,-3.12,0.6666666666666666,0.5,3.0,5,7,12.5,-0.16666666666666663,0,0,23,0,0,0,Enrolled
0,0,0,1,0,0,0,0,7,0,17,22,30,44,0,19,167.0,159.3,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,1.0,1.0,-1.0857142900000003,0,10,15.257142855000001,0.0,0,0,12,0,0,0,Graduate
0,0,0,1,0,0,0,9,16,0,18,23,29,43,0,27,130.0,120.0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,9.4,-0.8,-3.12,1.0,1.0,-0.40000000000000036,0,10,10.8,0.0,0,0,22,0,1,1,Dropout
0,0,0,1,1,0,0,0,11,0,0,7,25,39,0,18,130.0,129.1,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,1.0,1.0,-0.5505555600000012,0,15,13.31972222,0.0,0,0,19,-1,0,0,Graduate
0,0,0,1,0,0,0,17,10,7,0,15,24,37,0,39,130.0,130.0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0.0,0.0,0.0,12,0,0.0,0.0,0,0,16,0,1,1,Dropout
0,0,0,1,1,0,0,9,7,11,12,15,22,36,0,27,129.0,155.3,0,6,9,5,13.0,0,5,11,13,10,12.9,0,12.4,0.5,1.79,0.8333333333333334,0.9090909090909091,0.09999999999999964,2,15,12.95,0.07575757575757569,0,0,22,-5,1,1,Dropout
0,0,0,1,1,0,0,4,11,0,18,23,27,2,0,18,141.0,139.8,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,14.935,0.0,0,0,16,0,0,0,Graduate
0,0,0,1,1,0,0,0,0,0,18,22,24,43,0,18,125.0,115.2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,Enrolled
0,0,0,1,0,0,0,0,11,0,6,7,29,43,0,18,125.0,114.9,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,0.8571428571428571,0.875,0.9119047599999988,2,13,12.67738095,0.017857142857142905,0,0,20,-1,0,0,Graduate
0,1,0,1,0,0,0,12,9,9,6,0,29,43,0,21,130.0,131.9,3,6,7,6,12.0,0,2,6,7,6,12.0,0,13.9,-0.3,0.79,1.0,1.0,0.0,0,12,12.0,0.0,0,0,14,0,0,0,Graduate
1,1,0,1,1,0,0,4,0,0,0,22,24,41,0,19,133.0,126.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,Enrolled
1,0,0,1,1,0,0,4,4,0,0,0,23,38,0,19,127.0,130.2,0,6,6,5,11.4,0,0,6,8,1,10.0,0,10.8,1.4,1.74,0.8333333333333334,0.16666666666666666,1.4000000000000004,6,6,10.7,-0.6666666666666667,0,0,14,0,0,0,Enrolled
1,0,0,1,0,0,0,11,4,0,0,0,23,37,0,24,116.0,120.9,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,12,0,0.0,0.0,0,0,12,0,0,0,Enrolled
1,0,0,1,1,0,0,10,11,5,0,0,25,39,0,29,133.1,126.0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,13.9,-0.3,0.79,0.7142857142857143,0.625,0.9000000000000004,5,10,11.45,-0.0892857142857143,0,0,20,-1,1,1,Dropout
1,1,0,1,1,0,0,0,0,0,6,7,25,37,0,19,139.0,128.2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,Graduate
1,0,0,1,1,0,0,12,3,9,6,22,29,43,0,23,130.0,130.0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,1.0,1.0,0.14285714000000027,0,12,12.5,0.0,0,0,15,0,0,0,Graduate
1,0,1,1,0,0,0,0,8,0,0,23,27,41,0,19,125.0,120.1,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,1.0,0.8,0.4499999999999993,1,9,10.975,-0.19999999999999996,1,0,18,0,0,1,Dropout
1,0,0,1,0,0,0,9,10,0,6,22,27,2,0,26,160.0,100.0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,1.0,0.8333333333333334,1.1999999999999993,1,11,11.4,-0.16666666666666663,0,0,15,0,1,0,Enrolled
1,0,0,1,0,0,0,4,8,0,18,22,25,39,0,18,148.0,134.0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,10,0,0.0,0.0,0,0,14,0,0,0,Enrolled
1,0,0,1,0,0,0,4,11,0,17,7,28,38,0,24,150.0,130.8,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,1.0,1.0,-1.7750000000000004,0,15,12.8625,0.0,0,0,16,-1,0,0,Graduate
1,0,0,1,1,0,0,0,0,0,6,7,25,2,0,19,141.0,135.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,Dropout
1,0,0,1,1,0,0,4,10,0,18,22,25,41,0,18,118.0,111.7,0,6,12,3,11.66666667,0,0,6,12,1,12.0,0,12.4,0.5,1.79,0.5,0.16666666666666666,-0.3333333300000003,8,4,11.833333334999999,-0.33333333333333337,0,0,24,0,0,1,Dropout
1,0,0,1,1,0,0,0,14,0,18,23,29,43,0,18,142.0,132.9,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,1.0,0.5,0.0,3,9,12.33333333,-0.5,0,0,19,0,0,0,Graduate
1,0,1,1,1,0,0,4,8,0,6,7,24,41,0,18,120.0,115.5,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,0.6,0.6,-0.5238095299999994,4,6,10.595238095,0.0,1,0,19,0,0,1,Dropout
1,1,0,1,1,0,0,5,10,0,6,22,27,41,0,21,106.0,106.0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,0.6666666666666666,0.16666666666666666,-0.5,7,5,10.75,-0.5,0,0,19,0,0,1,Dropout
1,1,1,1,1,0,0,4,14,0,0,7,29,42,0,19,121.0,120.3,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,1.0,1.0,0.33333333999999937,0,12,13.5,0.0,1,1,12,0,0,0,Graduate
1,1,0,1,0,0,0,4,11,0,18,22,29,43,0,22,150.0,130.8,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,1.0,1.0,-0.2126984200000006,0,15,14.94920635,0.0,0,0,16,-1,0,0,Graduate
1,0,0,1,0,0,0,9,2,0,17,22,29,40,0,33,120.0,117.0,0,6,8,6,12.0,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,1.0,1.0,0.3333333300000003,0,12,11.833333334999999,0.0,0,0,14,0,1,0,Graduate
1,0,0,1,1,0,0,0,15,0,6,7,29,43,0,20,114.0,110.2,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0.8333333333333334,0.8333333333333334,0.0,2,10,12.2,0.0,0,0,15,0,0,1,Dropout
1,0,0,1,1,0,0,9,16,6,12,15,22,36,0,35,140.0,155.7,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,6,0,0.0,0.0,0,0,1,-4,1,1,Dropout
1,0,1,1,0,0,0,9,3,10,12,15,24,36,0,24,160.0,180.4,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,0.5,0.8333333333333334,-1.133333330000001,8,16,12.733333335000001,0.33333333333333337,1,0,31,0,0,1,Dropout
1,0,0,1,0,0,0,4,10,0,6,7,24,38,0,18,120.0,125.5,0,5,6,5,12.0,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,1.0,0.6,0.6666666699999997,2,8,11.666666665000001,-0.4,0,0,14,0,0,0,Enrolled
0,0,0,1,1,0,0,9,2,0,17,22,29,40,0,33,130.0,110.0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,1.0,0.8333333333333334,0.0,1,11,11.0,-0.16666666666666663,0,0,18,0,1,0,Graduate
0,1,0,1,1,0,0,10,11,0,17,23,29,41,0,22,160.0,161.0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,13.08,0.0,0,0,16,0,0,0,Graduate
0,1,0,1,0,0,0,9,13,0,0,7,24,39,0,25,120.0,100.0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,0.8,1.0,-1.0999999999999996,1,9,11.05,0.19999999999999996,0,0,14,0,1,0,Graduate
1,0,0,1,1,0,0,4,4,0,6,23,24,0,0,20,124.0,117.6,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,1.0,0.8333333333333334,-0.5333333299999996,1,11,10.933333335,-0.16666666666666663,0,0,15,0,0,0,Graduate
1,0,0,1,1,0,0,0,8,0,18,22,29,43,0,23,143.0,128.7,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,0.8,1.0,0.1999999999999993,1,9,13.9,0.19999999999999996,0,0,11,0,0,0,Enrolled
1,0,1,1,1,0,0,11,6,0,18,7,29,40,0,18,115.0,112.2,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,0.4,0.0,10.0,8,2,5.0,-0.4,1,0,18,0,0,0,Enrolled
1,0,0,1,0,0,0,9,11,0,0,0,24,2,0,24,133.1,100.8,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0.0,0.0,0.0,14,0,0.0,0.0,0,0,25,0,0,1,Dropout
0,0,0,0,1,0,1,4,14,0,6,0,29,43,18,21,133.1,105.0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,1.0,1.0,0.5,0,12,13.75,0.0,1,0,12,0,0,0,Graduate
0,0,0,1,0,0,1,2,7,0,0,0,24,38,18,26,133.1,100.0,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0.3333333333333333,0.0,12.0,10,2,6.0,-0.3333333333333333,0,0,13,0,1,1,Dropout
0,0,0,1,0,0,0,9,15,1,17,19,0,0,0,39,133.1,115.5,0,6,12,3,12.66666667,0,0,6,14,0,0.0,1,7.6,2.6,0.32,0.5,0.0,12.66666667,9,3,6.333333335,-0.5,0,0,26,0,1,1,Dropout
0,0,0,1,0,0,0,9,2,0,17,7,29,43,0,44,133.1,114.0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,1.0,1.0,-0.4583333300000003,0,14,12.104166665000001,0.0,0,0,18,2,1,0,Graduate
1,0,0,1,1,0,1,2,6,0,18,15,29,36,16,19,130.0,137.0,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,1.0,0.6,0.75,2,8,13.625,-0.4,0,0,20,0,0,0,Enrolled
0,0,0,1,1,0,0,0,14,0,17,0,25,39,0,18,135.0,124.9,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,1.0,1.0,0.33333333999999937,0,12,13.5,0.0,0,0,12,0,0,0,Graduate
0,1,0,1,1,0,0,0,11,0,17,22,27,41,0,18,132.0,120.3,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,1.0,1.0,-0.7277777800000003,0,15,14.11388889,0.0,0,0,16,-1,0,0,Graduate
0,0,0,1,1,0,0,0,5,0,0,8,29,1,0,19,135.0,134.3,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,1.0,1.0,0.3999999999999986,0,10,14.0,0.0,0,0,14,0,0,0,Enrolled
